year,location,disaster_type,disaster_magnitude,weather,total_population,food_consumed,water_consumed,meds_consumed
2016,5,1,6.396862823329729,1.1391064664391455,220,188.84984969813272,345.8263770928758,77.26036871017588
2001,7,2,3.37382112883272,1.3220485349963602,702,825.0084103907312,1056.025269909715,147.47341146599197
2000,2,1,6.747433838549882,1.2816097857625817,958,1118.042436892979,1446.5670347048756,444.35362154460745
2015,7,4,8.632265020680325,1.0253044866360954,237,273.7320555321812,425.0123058824404,83.79272098171549
2011,7,3,6.771147608850306,1.5162101222352093,490,514.5849562326523,846.5717517857455,63.09371659402334
2004,1,2,7.903044023299299,1.637752821374586,135,151.64648340567902,237.4660360513251,62.58630179712797
2004,7,1,1.0168307454070673,0.5219423883165135,525,434.49775675138875,789.4590743595202,253.63099821700672
2022,5,2,6.740576997852755,0.8108634496533175,101,94.32547729238344,172.84567429269998,13.23958170302571
2008,3,4,7.636700454922003,1.5698538021250052,160,148.076999984458,297.44545289606884,50.071055031124146
2008,3,2,1.3244699003574514,1.0799302589507513,998,1052.1496125234833,1717.9041572817505,220.90302145989685
2002,4,2,7.972781818305845,1.4937259204124123,926,872.6467592935253,1728.0174925225588,238.10759392871145
2018,2,1,3.0535538264803668,1.0204439896018376,903,776.0406495296976,1459.708062425171,155.1900199254695
2015,2,4,6.322336815824442,1.0861327284944555,92,95.54998837521842,175.40453220615936,30.473053354056788
2015,1,3,7.402839032187253,0.7380183105345274,260,292.6959277495844,466.49606125894877,125.62985273788462
2002,5,3,6.301316104474844,0.88734652949924,249,237.2595000482133,399.74000587902333,75.00603098705226
2019,4,1,1.738278336586058,1.4081176362613808,859,732.6475305078384,1390.1714443792212,114.38945016714372
2023,2,2,5.770572150882947,1.1497446669727496,907,796.9584779850923,1645.311815682285,315.6364837856038
2021,3,1,5.396669253777149,1.6614540244168927,801,716.8896509762707,1533.8908070815835,189.10744742218276
2023,7,1,8.202570144594173,1.778877432407514,676,621.8923091457226,1154.4821903258544,299.0421712654869
2000,7,1,4.233917837153673,1.3124696273251397,75,79.28385211518928,122.18626609228471,20.540344449494103
2023,4,2,3.568648776696401,1.6374009380840886,968,1007.0860916130048,1871.6336177447306,171.46749658243752
2019,5,4,6.99880611549173,0.960356769791855,348,375.2943167301318,638.4526827646453,61.401902678607385
2010,5,1,4.301402608667173,1.1224568231001173,126,119.07010002038827,217.22938569883382,51.34571470834648
2016,6,2,6.168769400040504,1.5691665143252465,973,1099.0998861116875,1696.8634450033803,200.66669326122448
2007,9,4,6.171600720996856,1.079317989225546,186,163.98412198998855,297.99585151808486,75.68216452544618
2003,2,1,8.104312514880942,1.3827574027384832,69,68.14552463150105,125.12469073723712,12.582489777158145
2005,5,3,5.789539218552779,0.7780591686237672,489,547.8636139335038,821.2125438277363,111.82185371797613
2007,3,4,5.017228879695895,1.3996569724557468,260,226.7364993641924,519.4338729676655,74.41064513372875
2019,4,1,2.110970611172136,1.7922705608403404,801,676.0001416425469,1393.813497862386,382.29995024178163
2002,6,4,1.925900853429643,1.8029594597351384,600,692.0841522451176,1045.765681856884,283.6155419409179
2015,8,4,2.234572522264635,1.5865166094943095,484,453.5911827101803,862.9361325533827,88.45039508175492
2024,1,4,2.374787850616756,1.618630068614189,829,889.971333419835,1623.4953632927204,201.68543407620294
2002,8,4,6.103016741309071,1.336891167726051,256,207.3956970766273,486.50471678204804,40.89849737766629
2024,7,4,6.927850002196628,1.3770021352487372,488,525.0971526175246,842.0757370306733,148.34908748199464
2017,1,4,5.23993218341135,0.700475872115777,828,767.0927543843567,1539.5414961127374,235.34494079007362
2013,2,1,7.632141860363928,1.1657887826319517,715,587.9418841260084,1282.0791908141223,329.1174064609095
2017,3,3,8.930105813869066,1.1761644258295458,91,94.99718452035145,158.90270071590683,42.95219575159504
2001,1,2,7.560101032954848,1.9377467535016102,460,412.3079021574639,734.2326277404006,116.57639994534175
2021,9,4,6.559058989407673,1.1466302939349342,572,546.1014969814701,990.6857713480989,169.70964136274478
2002,8,2,5.259941595497173,1.3240139673541365,855,711.5586378019877,1387.5874459521506,392.01279720797754
2015,2,1,4.590824573397666,1.2998770989186537,659,565.9922329886276,1289.9404883761204,278.5481781215982
2008,9,4,1.6751390443563388,1.4551425755664908,476,437.5348656384087,793.8268216121306,48.29616168002122
2003,7,3,4.1949499871575275,1.6223492469978438,324,270.83283127259637,640.2667703544063,73.8797195181923
2000,9,2,8.281077094257075,0.8375628142563082,497,578.6722614196395,877.9642395885356,133.54871929690182
2003,6,4,7.4641810392524235,1.2930866286476537,951,763.1002952271855,1726.7993520605144,182.48407431310136
2000,6,1,2.7284109200934976,1.7388765609740457,991,984.602190757813,1755.526990244462,178.21018854115013
2013,4,3,4.732862277577727,1.1946720707562672,933,792.3959513750683,1459.856057814966,107.40117786150765
2020,2,2,7.533785620468357,0.9176863195603595,791,730.1496639108229,1335.1372921176405,282.66218101207227
2015,7,2,1.5390764382841802,1.4820636130344487,418,489.23715840161395,647.7215374660234,85.6917205687853
2019,5,4,4.0991406853492744,1.7356510936986844,987,853.43700963257,1787.9278208044989,119.3666660446824
2023,6,3,7.814729894991581,0.5947104393910869,269,319.12355760169254,463.60457925445905,51.75337381281965
2007,2,3,4.23118291336099,1.6651857251108406,626,552.3309119981512,1182.509296101703,263.3992537901661
2006,5,3,1.620917157851527,1.7324718994426567,916,1004.5098221422464,1474.9754802977113,403.5856361552947
2002,4,3,5.340274948258012,1.1922843913829102,281,286.24652457445785,444.6215312093216,82.39664595972721
2016,9,1,7.893939959346363,1.9749584852277011,377,434.9793921215913,642.0936255366703,100.44345709762987
2000,6,3,5.722284343625278,1.6800625110609637,492,502.62587268301615,965.9400042717218,241.64160688115064
2015,2,2,2.8102328657138544,1.6604938473434987,101,102.39619245391488,187.37630165812678,18.202812247358025
2011,1,2,4.073916961099051,1.6217578616181076,935,821.1012921377816,1598.3467945906896,174.0443717876236
2018,5,1,4.6009868894554575,0.725912154827411,992,859.5598108620982,1744.566996198138,215.01289584804343
2021,9,2,5.634130830564215,0.8258463296795162,425,495.80315568963744,655.3952648751334,71.86874410778485
2022,6,2,7.074808206020904,1.1959851971966375,312,290.51420721648424,621.5938398346736,78.54482665588247
2021,7,3,1.7909889411250832,0.8960065249391989,316,299.83119702731005,579.2923541417972,146.7294462915049
2013,5,2,8.11721626414053,1.1228614585010606,408,450.40322105551303,670.2224299665381,141.22476759058333
2005,6,1,1.0984776241286047,1.8326961648843811,366,342.403757826699,656.2029361413897,96.90897471683539
2005,5,3,3.960418677394042,1.7364903378189038,373,440.4477170385392,579.9184612718674,176.71409055002525
2012,9,4,1.2193624797812612,1.4450598177199734,970,1062.3159743715344,1923.4307843716779,115.80412220061906
2018,6,3,4.14379380276233,1.7871805913766554,957,994.2959140571053,1519.1346167021907,176.19372090083255
2021,8,1,5.20650079098659,1.6756585835258737,715,823.9360159157992,1304.170838704739,233.34414105910307
2007,2,3,5.093451092652094,1.1434773977613357,919,753.4351319092699,1491.2863255366385,318.1771442858127
2001,9,3,2.3250267762261227,0.8015977280749177,927,836.9188462637586,1723.0897008575964,107.36792343341696
2020,5,1,6.165924080764898,1.2713015600140087,701,691.1961881155431,1323.7758892177185,183.1120677171599
2000,7,3,1.3582276040373458,1.604343323792825,988,880.1019187991451,1814.6693460822478,355.3456469011609
2014,1,1,7.095254561059323,1.1546293980943896,612,671.7079898515668,1106.036834838089,232.08766975955274
2000,5,1,8.57315547194837,1.5001578646758458,678,791.6892180217702,1319.547022849732,240.86354156241222
2004,2,4,3.718150617208943,0.6414911394365654,470,455.66878254701356,723.4772770825931,107.26588617985382
2015,6,2,5.137915053714655,1.6220071045571052,95,89.001038804252,158.21845137455927,13.053764696720563
2018,1,2,4.031282224470515,1.7190704298395931,870,1030.619654783873,1413.005053639418,235.63513135392827
2003,3,3,1.0536831224324796,1.5602567836708117,649,634.6836915620296,1294.1105306902293,98.3246519407472
2002,5,3,4.0869960231609275,1.9508953812895484,769,765.6312879781996,1303.220370281913,368.38903736095716
2016,4,4,7.333762074090772,1.7399780861909606,938,882.339032102683,1750.5953559437469,272.08410893169014
2016,3,4,5.767910737467854,1.8546405918148074,318,370.094565767144,585.8713010570797,72.15536697819356
2011,5,4,1.8100793169212714,1.900356625186472,650,667.9284256532811,1043.9264021801478,264.23905849091403
2013,8,1,7.77711591755028,1.7020219878107128,430,475.09402899524287,696.3845012454835,128.64715792414938
2020,4,4,5.248682759081943,1.5113882630097486,167,187.82868878583923,273.98726105667834,37.41027280403166
2005,1,4,7.733786893957409,0.508577872041184,615,576.0948643116456,1048.921638064759,261.2440646281372
2002,7,3,5.641772150280235,1.1987386298346872,165,160.6238258671451,266.83181791616846,73.73204196607405
2008,8,4,5.477507558703519,1.3567434479335416,679,773.6449339287416,1025.171678392555,250.6890179640047
2004,3,1,1.842073481576099,0.9560454086719994,309,292.09836146713013,599.3662272767117,36.70480260958768
2023,6,1,2.3388778651090236,0.9771566703552081,124,138.57918261921182,245.8678095456148,40.48961485625999
2016,2,3,8.776202051972728,1.9417391235652477,529,622.3139754567509,883.8453673698498,214.41320337862481
2013,7,4,2.827893974038166,1.837566297804119,354,371.4465888264298,590.9157176583086,54.72882651103524
2020,8,4,8.819616943922943,1.7737685082525563,56,61.41245123892231,84.19857075768239,10.722224831015115
2002,6,1,5.255301652194107,1.1090177025591659,415,465.6461537988284,763.6520178285526,187.99418744131066
2000,6,4,2.086312376511497,0.5205478256133718,683,777.2648320785627,1306.3877243981567,73.79725441025984
2019,5,4,1.7944176220295436,0.6203333696835711,572,547.9882037016349,899.9299739029609,229.42396913458333
2020,8,4,2.67091256564592,0.9682945523264055,397,325.7406373171485,627.1937703493794,114.93519885129038
2022,1,2,8.405098640202686,0.5236143694935155,487,467.88549763691685,922.8852713680451,135.73121654195543
2000,4,3,4.313201794625814,0.5257246728727971,264,282.3486578651999,477.3503787827471,27.149393831460088
2002,4,2,4.163474143943315,1.8749049524636165,478,468.5069937612876,727.7216732730244,204.46894176079343
2017,3,3,3.505650088561392,1.559237753178581,840,923.6516186890939,1521.4697359941583,204.90116661388635
2024,3,1,2.176494804532707,0.963433985102229,547,515.7077555677437,904.9889971977701,173.01952012855878
2009,4,4,4.9028095775392515,0.6989668664014297,589,620.7457196441094,992.0895582861641,218.4720417006814
2021,1,3,2.0403822600891095,1.2674535768426156,796,696.1560658655055,1500.3531044821582,303.3172571378324
2002,2,2,7.683841891058621,0.5080192412815467,416,457.4950742577208,792.6745200759029,200.67508178865845
2007,9,4,3.963175890202452,1.907620615787216,362,368.61677628412616,615.4645494580094,113.13802522866101
2013,2,1,3.998428542254371,1.1222226790834209,587,517.5143184307418,1158.489386717865,152.5541505687956
2023,5,3,4.792051427865247,1.1035024328559992,970,889.2615353171492,1652.134418206755,467.0370070787827
2017,9,3,4.553021705326013,1.0858904113726733,103,113.24267879357149,194.24955581435066,36.75494168305147
2014,9,3,8.958863784474573,0.6039924955816471,590,585.8938916161189,1027.7437930464564,129.36348408126713
2021,8,4,5.36304896974642,1.45748335968774,516,457.3888892971301,1005.5633402426977,77.70222025129709
2022,1,2,1.7056136303189655,1.5995054294425302,914,1084.8343471993808,1785.8468883481316,399.4379257356703
2001,1,2,5.85501873261544,1.5141880963824355,213,231.32865168839885,328.80989003827045,52.15787255806171
2009,9,3,2.2126743429590396,0.7076532399940915,831,982.9516183362282,1635.612979159399,302.6401353815369
2001,8,1,1.2475011578507358,1.3682602520533889,383,371.8324929492046,732.5899221511596,110.42907544685559
2016,9,1,8.765937229417986,1.3542267262583807,596,590.0639212209062,1129.8105928651748,107.02485950313715
2007,7,2,7.188311132276511,1.802616181912073,847,981.8272272434845,1355.5859523568188,288.55142300061357
2000,3,1,8.840871939310135,1.0686914875634705,397,400.97783523096706,755.316162937801,49.33647134936835
2008,3,2,4.8230275841779395,1.0572289154891514,322,348.6975238534499,619.871370284291,85.43850883140958
2010,2,3,5.258060249191809,1.4277905880772783,769,692.768377117625,1264.678303597621,245.0387554405452
2021,5,2,2.346695647353042,1.4496089802492695,799,781.973779397364,1578.9279013057483,219.26061292829786
2015,3,2,2.9752594133406847,1.2039278409886855,463,393.26291514807775,706.0426238914065,184.9540868564835
2006,6,3,7.7083937192226255,1.1645890434956316,549,484.4332158785808,864.6500900163398,236.71232001815065
2009,2,1,3.849485176940753,1.241221505956824,142,113.65358598720145,251.16826080165754,58.00660660508452
2022,3,2,7.614519790371352,1.7915679492549679,734,598.7282191640467,1312.3158369018877,84.79548147754511
2002,5,2,6.672109794296254,1.191750351880865,128,152.4369317466588,233.2896053312578,22.73939304683378
2017,1,3,2.417367402174924,1.9098976879547336,671,601.847731774707,1012.193142885339,211.12545548639704
2024,1,1,5.059570928957937,1.256005645394489,266,283.3762594912258,526.7287810247434,126.06506510322045
2023,9,2,6.419098572149735,1.923801039771337,996,1131.0973200017652,1516.2048701816036,432.2467791807634
2012,7,3,2.880297718430601,1.7492478528036135,407,415.2475227637127,639.6131073792124,177.86461795967332
2006,1,2,7.645508084160615,1.0436469839237437,667,574.4589526223996,1005.1738415949401,147.59594609508127
2024,8,4,5.358621260361494,1.795462131944924,556,606.7330956635634,991.5866444557583,151.10921231030346
2003,3,3,2.3219364035408256,0.6650949263016728,608,632.3811429362187,1195.4091327119756,175.275686387236
2012,8,1,5.6638754093168195,1.8875707630145218,230,251.2750542199585,421.58392409925335,37.47818566819176
2019,5,1,8.997710433247313,1.4474652726243376,625,692.4366557142718,1194.5804589001336,70.26703256111409
2000,1,1,2.2041719333073084,0.5815861227834668,295,351.0984233867999,444.4589775101405,141.234542136341
2007,7,1,7.534055440956225,1.4663850854762173,293,301.6216164191304,518.9052412272798,57.51151503976299
2013,5,2,2.6584720255004637,1.9613714812171341,555,519.8443270173136,960.0287262577823,108.76865662664615
2015,6,2,7.259106635680698,0.6047009819219433,471,498.97072252000464,824.0069508639967,62.8086137300343
2013,6,1,6.876623384971306,1.3320315646701295,369,305.3018486842116,566.8233326943422,173.94774418690173
2011,8,1,3.403915084803459,1.6216915246390586,136,157.61841411669428,250.5416045527129,45.1376990527236
2018,9,1,3.6065849405155985,1.715387880049297,266,225.50213960638416,465.92831517619834,97.57272159813766
2022,2,2,7.340171135703353,1.1207411979811939,539,501.8829158481824,1014.7076150376106,250.4359768939141
2014,9,1,4.691564095098501,0.8062498387523644,568,639.7373504782546,989.8225400735271,135.32490237425938
2001,9,1,6.84654422969447,0.5635134181585757,327,339.7284590856571,514.9238975230217,113.99315629686141
2001,7,4,2.183873178926678,1.369589235645837,898,859.7938788836572,1638.067372380942,103.73676413861638
2022,1,4,7.820462255212428,1.1793666054014162,771,762.8075573512566,1222.9549425915416,134.7006477064803
2021,7,1,6.687077733458553,1.9231165927245666,218,248.91653268723013,422.0910074056749,94.284634203843
2018,5,3,8.255542470678671,0.5909073615723647,379,354.74466492667966,684.6855273036213,154.14208282089172
2024,6,1,2.0589790322797796,1.5280930151690086,699,802.3540518734831,1103.4427573031555,167.9396965314183
2021,7,4,5.744116002884781,0.5374493331800858,490,409.27434847143155,970.7728240828957,122.85488304374564
2021,5,3,5.792964680322601,0.7571512650658141,440,488.716524948719,774.0404019337706,137.90558030543
2016,7,3,3.8276859243742596,1.1803684998842512,545,620.7653840059324,837.3648281350261,54.55253902135934
2019,9,1,4.667731396554062,1.1823086642043024,430,375.2726362880223,779.7690744492394,84.49402579854079
2009,3,4,1.3038525063188278,1.5285508144004658,355,345.10920759685246,577.4428059947737,65.06891682236646
2005,8,4,6.966880309016096,1.865319552301635,791,685.1641287035807,1504.3607602174732,158.35280435162517
2014,2,3,5.394579835225392,1.4585482383723813,869,940.8155952383901,1658.8436909645097,367.0328708646242
2021,7,1,1.4619284149533902,1.9303026467772633,722,732.2084354162064,1436.399995463533,152.96980977061278
2010,2,2,6.446047143683884,1.8224234598169964,562,592.4206883400306,984.0253382178855,99.25399319687332
2004,4,2,4.734256617849503,1.3767496932961854,797,700.2400450656402,1376.8003165715031,240.45919130081845
2000,7,4,1.2756900754,1.7506879263782409,998,882.9289481313259,1872.9843271177938,445.36549851999456
2007,3,2,8.756861814784763,1.463866415485451,237,193.53394645833913,371.1977727765183,46.579951923794994
2020,2,4,8.592897144715524,0.6178367463855907,979,909.3216467826478,1736.2151440017344,128.65479267766
2011,7,4,5.1032193291775805,1.6108470848892649,565,578.5022934614105,1001.8149470369653,137.04747030202424
2011,1,4,1.7493793656472816,0.6423626619010193,962,1099.733354906172,1486.0365720717962,383.89642209260353
2004,8,2,7.036969772788734,1.3911241708545687,693,739.2722884355463,1184.3314856281456,221.95141898939704
2006,3,4,4.935448800845832,1.5539603087873433,476,463.69945997531266,917.0817820589941,203.11745756695578
2003,2,3,3.419579826315039,0.5997914123162829,551,650.8676732124679,1062.3703228595289,266.59410933307515
2005,3,1,4.931345420228454,0.8461919808897976,779,847.3168044994292,1207.1530704862157,324.8936277558039
2012,5,1,5.179553163243716,1.8735083483924748,309,362.1684190738112,477.5163763845399,105.53006054508792
2019,8,4,5.501693592178714,1.4244717383493446,562,568.2017763915828,916.8174290375438,167.10318899417516
2014,7,1,4.529789709242612,0.8694290282157974,120,108.4274051900707,232.4859637532396,13.9233161447168
2002,7,2,5.846042425112453,1.53601965672201,527,432.7358654856834,824.465831166867,260.1950731339999
2022,7,2,8.34987768485102,1.3951646299425344,227,247.5285045147336,422.2196370982152,57.52008592981386
2007,8,1,3.898144696788729,1.2523635498769226,506,429.3517267963201,784.5949017621151,81.41099049677385
2019,1,2,6.805731705759593,1.9642804624821255,238,219.22419221149127,431.1534045959912,87.27068303374267
2015,4,1,8.155620454593858,1.5251806661112632,340,344.41604347221005,570.5314408502546,72.66320731698248
2012,6,1,4.647834206079495,1.063161664501869,569,583.6612153786706,1077.9460224637892,190.22313446390646
2017,9,1,4.547646691055233,1.700110148115302,814,846.7498889390116,1316.1120126719231,272.45163079419893
2009,2,4,5.816935882838236,1.8268749393817816,969,839.6405660435439,1763.1932863394354,269.6648785819521
2018,1,1,5.731254075379905,0.6878308392752471,341,324.5961820176729,551.6838721451884,148.14657916034383
2016,2,4,7.452714738610216,0.8008294667678997,995,1041.6433023925529,1847.5459908482965,204.95689049906633
2023,7,1,4.8118670702263415,0.8243405136916695,805,956.2816744120787,1559.1554089107015,224.9596945009104
2018,3,1,8.968983597115528,1.5368177140798105,684,746.2798792746348,1069.3662153013518,215.51256638248984
2022,2,1,1.4757725509382462,1.404559332579925,860,1005.3756924403215,1662.6361460960666,314.2869039439511
2004,7,2,1.025342788645614,1.4284873470478823,332,366.8217613441227,596.5334922327735,137.3114617471423
2020,2,4,6.1215864924769905,1.9111599495342515,593,614.7552650212773,927.1882605420726,152.94828749872235
2022,3,4,3.3874792988950135,1.6638672992109589,895,784.7443661508114,1533.8249802734713,320.7848059865814
2008,7,1,2.9230591095958705,0.6919053867676748,426,454.40323508248423,673.2632425123259,68.26410640287567
2011,4,1,3.4951926400342437,1.0212606236377715,707,741.8917412534616,1308.0729787143323,334.45288283341296
2020,1,2,3.0483805208396344,1.1530904692636035,205,213.40247197749588,385.28398377783986,51.91082212652229
2000,5,2,1.2463203972835828,1.0939423831214072,557,554.72429138778,864.9643308959745,218.23737281635047
2000,9,2,8.77226433912471,1.5039629137428188,462,467.2957404172181,809.9183059724628,49.95903193182643
2014,8,4,2.765963907622254,1.837839654884844,577,538.7893352588584,1100.5193286634772,105.05719258242947
2001,9,4,6.87223810071445,0.959077195284182,404,407.1209311309962,795.1049343933013,119.11253916269021
2021,9,4,7.100771157553402,1.3278157046317784,608,534.4455962610059,1068.109431489498,274.3910001525067
2015,7,1,8.434059184057833,1.6841141328703784,812,911.1206442626503,1603.8133647862312,252.45247270397994
2024,4,4,1.2443956567470398,1.124327088268024,236,206.33734452355804,417.2112985138115,111.37977352854219
2007,5,3,7.9763867075760615,0.7521771925989438,80,66.71892127646294,135.7676197839963,23.481500690649483
2012,1,3,5.217809446718402,1.2124264478956224,309,301.12000885774466,594.5473833614224,91.51950835656342
2020,1,2,6.060352879726623,0.5828337811145428,470,499.7617986271396,820.850936957651,69.5123962381
2000,3,4,6.155762216968269,1.9135751810034152,578,563.6001299246348,1003.3798255531472,243.37412364799326
2015,8,3,7.55838243987782,0.6122318077924596,600,546.4209916683141,1047.0937468229486,119.271698992095
2006,2,2,3.667258577272884,1.1576850728758672,353,361.21377116533023,678.9575528300101,162.32528349937087
2004,4,4,6.864409518879947,1.2948218916327892,991,930.351725757396,1898.7270339064298,460.150720938969
2021,2,1,5.228624877777577,1.9779557484309283,993,1164.9350465182988,1689.8476762465648,473.98277643641234
2022,5,3,7.347152114442782,0.7490327354642912,88,102.87710891404573,146.66519383430312,27.11211321642877
2002,9,1,8.924368262161067,0.6716472779185378,538,538.5104156579949,939.3286384665258,199.51058248544027
2011,1,4,2.60520813923009,0.5130592205938154,693,645.2894431418613,1237.9656746239082,285.10460195309315
2015,5,3,8.957189132479982,0.7333571553039535,591,647.0581026593494,956.9286457405731,90.07185584897007
2018,9,4,1.718497234262192,0.8109094686015015,719,585.7586425457299,1363.9268529552548,244.73528928128022
2004,1,1,1.018540383238511,1.4458714123746383,327,323.69978599050955,570.0399321972511,37.18616549047317
2021,9,3,1.35329548942265,0.8295601855871007,252,235.5013981424496,420.0897391009149,75.35466120558358
2024,8,1,3.7342592378940935,0.5307812220939878,115,134.34465071471752,178.64220709542946,18.622763354530463
2013,4,4,6.063250645427473,1.739927518253733,157,126.35379011272447,254.24934509168313,27.187559750418917
2004,5,4,1.552236327102797,1.0483935515059501,317,323.69692624108666,625.9610657233234,77.98803145662188
2014,5,1,1.0453265162365382,1.030545029871101,271,297.08793218762224,447.84100756404587,73.97618887206893
2016,6,3,8.496728227670358,0.9537185437518898,853,847.8881373432029,1351.5184869150407,297.9264312503823
2013,7,1,7.575413087519437,1.9630599157196313,579,482.9793417856864,1001.8647731841205,75.13762171036024
2019,8,4,7.473465369112248,0.7551731259639223,139,165.26885328555133,229.84259816353728,41.90526192480193
2004,8,1,8.075394204015817,1.8473570959298526,742,747.3454960324259,1126.044081850613,128.40313865912043
2011,2,4,6.600274182176835,1.6652049982098318,304,317.88504730919175,505.11807302647145,100.19538128385983
2015,9,1,1.8352330379846515,0.6147199332489697,504,450.9005321938335,893.115373232746,178.90076983185463
2015,7,3,4.192801504589784,1.980093652251273,302,300.0065686809019,536.308568175015,97.45047819158475
2020,4,3,6.785195891717036,0.9070489453085158,306,297.3278978156986,513.553514940064,120.96737048254488
2006,4,1,3.2426756863321673,0.6478743905336185,432,358.5420014979428,744.6173953505618,101.19327740482775
2003,8,1,6.4992509130899005,1.7439713511886392,491,413.6498934367226,973.5346489266352,199.36693459674692
2000,4,3,1.1959875861412188,1.5600133005165497,907,1029.4350301176914,1531.6275344239464,247.7078972437327
2004,6,4,3.4490987270367457,1.4258282088168512,648,580.5613316119483,1055.6654874962344,190.3006219652171
2022,5,3,5.393042690217381,0.7339712955483997,139,122.03967989532387,225.4209595626398,49.93447827571558
2009,3,4,6.056718636049938,1.2177441743839428,798,799.5677352390444,1379.6480804689495,85.6599961725523
2021,2,1,5.616325315695287,1.6708340403308206,439,486.19199626725725,825.2146726433692,158.74138528139562
2004,9,1,6.582050208587436,0.9554359072157603,631,520.4353012893366,1011.4892721114633,219.23089162580192
2003,9,4,1.0487099859187126,0.9675347427725622,93,95.85725461054312,172.48226991204572,20.826312743222015
2001,1,1,1.807529599820172,0.5047113590721832,761,645.0876588006705,1149.547507784453,102.2157803234046
2019,3,4,7.9515540182331605,0.7613651024680693,713,580.7986916954665,1218.8496066512769,97.23479031519935
2009,8,2,6.45398915272129,1.8131084376827515,647,531.250134819582,1221.4923485931015,303.63030571977714
2018,6,3,1.9034531414880904,1.1626197374565606,68,77.0892637432696,113.51692049633067,25.54839753734277
2000,5,2,7.736595499188634,1.9763517488516509,150,127.0783490176837,267.28028260840495,22.626156826244426
2023,5,4,2.9378497425965353,1.0935619453606888,963,787.7923055716149,1543.197500605676,233.70976481779076
2004,6,3,4.826079073561788,1.572779682170362,656,639.7049303863001,1227.3744882893845,221.06753759977892
2012,7,4,2.1615721030772823,0.9228785643570937,815,927.1418718531,1243.8037345820196,353.89637585955154
2003,1,3,6.680880451373653,1.0457144617114003,406,367.41512034186263,782.0661569097266,47.69053482299259
2015,9,3,6.334835368114143,0.786088981386342,591,572.4928627831266,945.067032187603,115.0400722795101
2023,3,3,2.6888997693290895,1.0205935527490926,810,660.9349005506555,1569.131202841874,369.2786728557031
2015,4,3,7.907206134856015,1.3208562806309647,987,966.8961973804489,1654.4731805818053,102.31855921257076
2022,1,4,4.210448193757697,1.987659321468874,82,84.54570904489799,152.63002655345394,14.805890571639507
2001,3,3,3.3401207285659344,1.4963025696076784,278,285.8848643772385,461.3723163922802,134.44348836819384
2016,2,3,2.2186367157162836,0.7988689316124711,573,534.5921978463646,1119.0436938087266,197.89170322288163
2019,2,2,3.1293441001242996,0.5674421623873267,679,628.8988118681076,1061.4933041134882,138.96994317874675
2023,1,1,1.176215369790536,0.6895347219717659,911,767.6536467404964,1447.8157640136687,115.51155479784687
2011,8,1,5.666059939648925,1.343832801909571,204,193.1307429647355,356.2890727661979,22.70041338049333
2017,3,2,7.737845970751583,1.6477404932251494,472,396.3845934832158,727.3374716130025,93.40787103545188
2002,3,2,5.3918435955331345,1.9106288109511205,954,1055.7330125021188,1524.4825481027403,431.7749887551282
2000,6,4,2.7541916953910057,0.5237347579952312,295,350.02036713428595,581.7055413762721,78.57781120710611
2000,8,4,1.2693534257109818,1.2841402123428047,454,539.365521330674,902.6631530805704,176.2125398405443
2018,9,4,2.7170245860704227,1.206301034334765,893,1023.4033966968906,1507.4997905460334,417.31141463772093
2010,9,2,4.3289714245687385,1.4840825329635559,808,840.5760226665649,1585.00755248963,212.6786771900303
2004,4,2,7.076891429598372,1.3393682816980128,590,637.4043045495557,1045.7232793236624,104.14145956482572
2011,5,3,2.502742820302193,1.5305587258737208,210,191.9572874251548,343.32295891674556,64.43790619198124
2002,2,4,6.758331626837489,1.4871238771237856,796,837.6373017829624,1473.5546909900781,368.7338459598577
2000,9,4,7.935467746815069,0.6755175872869192,751,737.6771246517392,1373.917628368859,316.7340740069653
2000,8,4,4.6315747848668565,1.6995768704280794,166,164.8059513611883,331.09740148602486,20.97110159931341
2007,3,1,7.571455933140746,0.6848488635744873,320,352.99539972802023,522.4075659854852,120.64931840993047
2009,9,3,5.437258784280765,1.5477959378137056,819,747.5564532936596,1503.7083663399806,269.2536283575533
2010,3,4,6.09672669664724,1.1242180514609101,741,687.0669409062557,1130.7748012384102,343.0720854690805
2011,9,4,5.2102276827056215,1.2707761018648969,536,627.0432000179796,834.4571383707208,79.86001577270373
2012,2,4,4.705381734010734,1.8549470215635657,934,768.2053965563233,1402.8298811021607,292.91589189325975
2011,9,1,2.877227534206795,1.83482558971023,221,219.73007197973928,441.94040525709386,99.84450210645129
2013,8,1,3.4255524756883684,1.7267844584825442,999,1163.9551998429815,1899.2357117251652,263.7455051820005
2001,9,2,3.319760951548872,1.2652225706844848,323,337.2589006101059,611.5557668794669,94.57374337108644
2018,5,3,5.506311447630518,1.6043597152007496,308,313.71735154293464,540.4978155943797,39.48075548856926
2017,2,2,1.9596295441911193,1.2693455832782141,184,165.58117159128054,303.6061716273005,38.87137193703984
2002,8,3,8.334333525618682,1.8044091237121662,732,686.1110631980705,1153.3627281133395,168.2155468766678
2022,6,1,6.765241162264906,1.10416374984935,771,879.5717314341672,1266.242111825312,368.57576319292315
2016,8,4,4.211565047305549,1.9553530166223152,797,815.8787404077844,1345.3245319387618,169.81435454052152
2007,5,2,2.2689931562110237,1.8984841373433163,471,473.77742930377735,884.6110278388593,133.92766972480243
